season_id,match_id,match_url,player_url,player_id,player_name,event_type,event_score,event_time_label,event_time_minute,event_time_extra
GB1-2025,M-2025-28-09,/spielbericht/index/spielbericht/4626075,/benjamin-sesko/profil/spieler/627442,627442,Benjamin Sesko,icon-tor-formation,2:1,65',65,0
GB1-2025,M-2025-28-10,/spielbericht/index/spielbericht/4626068,/william-saliba/profil/spieler/495666,495666,William Saliba,icon-tor-formation,1:0,21',21,0
GB1-2025,M-2025-28-10,/spielbericht/index/spielbericht/4626068,/piero-hincapie/profil/spieler/659813,659813,Piero Hincapié,icon-eigentor-formation,1:1,45+2',45,2
GB1-2025,M-2025-28-10,/spielbericht/index/spielbericht/4626068,/jurrien-timber/profil/spieler/420243,420243,Jurriën Timber,icon-tor-formation,2:1,66',66,0
GB1-2025,M-2025-28-10,/spielbericht/index/spielbericht/4626068,/pedro-neto/profil/spieler/487465,487465,Pedro Neto,icon-gelbrotekarte-formation,,70',70,0
GB1-2025,M-2025-29-02,/spielbericht/index/spielbericht/4626081,/james-tarkowski/profil/spieler/173504,173504,James Tarkowski,icon-tor-formation,1:0,32',32,0
GB1-2025,M-2025-29-02,/spielbericht/index/spielbericht/4626081,/kiernan-dewsbury-hall/profil/spieler/475188,475188,Kiernan Dewsbury-Hall,icon-tor-formation,2:0,60',60,0
GB1-2025,M-2025-29-03,/spielbericht/index/spielbericht/4626083,/habib-diarra/profil/spieler/876631,876631,Habib Diarra,icon-elfmeter-formation,0:1,70',70,0
GB1-2025,M-2025-29-04,/spielbericht/index/spielbericht/4626087,/rodrigo-gomes/profil/spieler/667121,667121,Rodrigo Gomes,icon-tor-formation,1:0,78',78,0
GB1-2025,M-2025-29-04,/spielbericht/index/spielbericht/4626087,/mohamed-salah/profil/spieler/148455,148455,Mohamed Salah,icon-tor-formation,1:1,83',83,0
GB1-2025,M-2025-29-04,/spielbericht/index/spielbericht/4626087,/andre/profil/spieler/800176,800176,André,icon-tor-formation,2:1,90+4',90,4
GB1-2025,M-2025-29-05,/spielbericht/index/spielbericht/4626078,/douglas-luiz/profil/spieler/447661,447661,Douglas Luiz,icon-tor-formation,1:0,2',2,0
GB1-2025,M-2025-29-05,/spielbericht/index/spielbericht/4626078,/joao-pedro/profil/spieler/626724,626724,João Pedro,icon-tor-formation,1:1,35',35,0
GB1-2025,M-2025-29-05,/spielbericht/index/spielbericht/4626078,/joao-pedro/profil/spieler/626724,626724,João Pedro,icon-tor-formation,1:2,45+6',45,6
GB1-2025,M-2025-29-05,/spielbericht/index/spielbericht/4626078,/cole-palmer/profil/spieler/568177,568177,Cole Palmer,icon-tor-formation,1:3,55',55,0
GB1-2025,M-2025-29-05,/spielbericht/index/spielbericht/4626078,/joao-pedro/profil/spieler/626724,626724,João Pedro,icon-tor-formation,1:4,64',64,0
GB1-2025,M-2025-29-06,/spielbericht/index/spielbericht/4626080,/bukayo-saka/profil/spieler/433177,433177,Bukayo Saka,icon-tor-formation,0:1,9',9,0
GB1-2025,M-2025-29-07,/spielbericht/index/spielbericht/4626082,/crysencio-summerville/profil/spieler/474701,474701,Crysencio Summerville,icon-tor-formation,0:1,65',65,0
GB1-2025,M-2025-29-08,/spielbericht/index/spielbericht/4626084,/antoine-semenyo/profil/spieler/583255,583255,Antoine Semenyo,icon-tor-formation,1:0,31',31,0
GB1-2025,M-2025-29-08,/spielbericht/index/spielbericht/4626084,/morgan-gibbs-white/profil/spieler/429014,429014,Morgan Gibbs-White,icon-tor-formation,1:1,56',56,0
GB1-2025,M-2025-29-08,/spielbericht/index/spielbericht/4626084,/rodri/profil/spieler/357565,357565,Rodri,icon-tor-formation,2:1,62',62,0
GB1-2025,M-2025-29-08,/spielbericht/index/spielbericht/4626084,/elliot-anderson/profil/spieler/567576,567576,Elliot Anderson,icon-tor-formation,2:2,76',76,0
GB1-2025,M-2025-29-09,/spielbericht/index/spielbericht/4626085,/jacob-ramsey/profil/spieler/503749,503749,Jacob Ramsey,icon-gelbrotekarte-formation,,45+1',45,1
GB1-2025,M-2025-29-09,/spielbericht/index/spielbericht/4626085,/anthony-gordon/profil/spieler/503733,503733,Anthony Gordon,icon-elfmeter-formation,1:0,45+6',45,6
GB1-2025,M-2025-29-09,/spielbericht/index/spielbericht/4626085,/casemiro/profil/spieler/16306,16306,Casemiro,icon-tor-formation,1:1,45+9',45,9
GB1-2025,M-2025-29-09,/spielbericht/index/spielbericht/4626085,/william-osula/profil/spieler/609556,609556,William Osula,icon-tor-formation,2:1,90',90,0
GB1-2025,M-2025-29-10,/spielbericht/index/spielbericht/4626086,/dominic-solanke/profil/spieler/258889,258889,Dominic Solanke,icon-tor-formation,1:0,34',34,0
GB1-2025,M-2025-29-10,/spielbericht/index/spielbericht/4626086,/micky-van-de-ven/profil/spieler/557459,557459,Micky van de Ven,icon-rotekarte-formation,,38',38,0
GB1-2025,M-2025-29-10,/spielbericht/index/spielbericht/4626086,/ismaila-sarr/profil/spieler/410225,410225,Ismaïla Sarr,icon-elfmeter-formation,1:1,40',40,0
GB1-2025,M-2025-29-10,/spielbericht/index/spielbericht/4626086,/jorgen-strand-larsen/profil/spieler/429983,429983,Jørgen Strand Larsen,icon-tor-formation,1:2,45+1',45,1
GB1-2025,M-2025-29-10,/spielbericht/index/spielbericht/4626086,/ismaila-sarr/profil/spieler/410225,410225,Ismaïla Sarr,icon-tor-formation,1:3,45+7',45,7
GB1-2025,M-2025-30-02,/spielbericht/index/spielbericht/4626096,/yankuba-minteh/profil/spieler/1012534,1012534,Yankuba Minteh,icon-tor-formation,0:1,58',58,0
GB1-2025,M-2025-30-03,/spielbericht/index/spielbericht/4626088,/viktor-gyokeres/profil/spieler/325443,325443,Viktor Gyökeres,icon-tor-formation,1:0,89',89,0
GB1-2025,M-2025-30-03,/spielbericht/index/spielbericht/4626088,/max-dowman/profil/spieler/1187629,1187629,Max Dowman,icon-tor-formation,2:0,90+7',90,7
GB1-2025,M-2025-30-04,/spielbericht/index/spielbericht/4626091,/anthony-gordon/profil/spieler/503733,503733,Anthony Gordon,icon-tor-formation,0:1,18',18,0
GB1-2025,M-2025-30-05,/spielbericht/index/spielbericht/4626097,/bernardo-silva/profil/spieler/241641,241641,Bernardo Silva,icon-tor-formation,0:1,31',31,0
GB1-2025,M-2025-30-05,/spielbericht/index/spielbericht/4626097,/konstantinos-mavropanos/profil/spieler/415912,415912,Konstantinos Mavropanos,icon-tor-formation,1:1,35',35,0
GB1-2025,M-2025-30-06,/spielbericht/index/spielbericht/4626092,/dominic-calvert-lewin/profil/spieler/306024,306024,Dominic Calvert-Lewin,icon-verschossener-elfmeter-formation,,45',45,0
GB1-2025,M-2025-30-06,/spielbericht/index/spielbericht/4626092,/gabriel-gudmundsson/profil/spieler/362108,362108,Gabriel Gudmundsson,icon-gelbrotekarte-formation,,45+5',45,5
GB1-2025,M-2025-30-07,/spielbericht/index/spielbericht/4626094,/casemiro/profil/spieler/16306,16306,Casemiro,icon-tor-formation,1:0,53',53,0
GB1-2025,M-2025-30-07,/spielbericht/index/spielbericht/4626094,/ross-barkley/profil/spieler/131978,131978,Ross Barkley,icon-tor-formation,1:1,64',64,0
GB1-2025,M-2025-30-07,/spielbericht/index/spielbericht/4626094,/matheus-cunha/profil/spieler/517894,517894,Matheus Cunha,icon-tor-formation,2:1,71',71,0
GB1-2025,M-2025-30-07,/spielbericht/index/spielbericht/4626094,/benjamin-sesko/profil/spieler/627442,627442,Benjamin Sesko,icon-tor-formation,3:1,81',81,0
GB1-2025,M-2025-30-09,/spielbericht/index/spielbericht/4626093,/dominik-szoboszlai/profil/spieler/451276,451276,Dominik Szoboszlai,icon-tor-formation,1:0,18',18,0
GB1-2025,M-2025-30-09,/spielbericht/index/spielbericht/4626093,/richarlison/profil/spieler/378710,378710,Richarlison,icon-tor-formation,1:1,90',90,0
GB1-2025,M-2025-30-10,/spielbericht/index/spielbericht/4626089,/michael-kayode/profil/spieler/823486,823486,Michael Kayode,icon-tor-formation,1:0,22',22,0
GB1-2025,M-2025-30-10,/spielbericht/index/spielbericht/4626089,/igor-thiago/profil/spieler/739443,739443,Igor Thiago,icon-tor-formation,2:0,37',37,0
